date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:12:53	9008/9008	---M--	200	added ('OK')	application/font-woff2	etag:%225ba92643-2330%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-700italic.woff2	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-700italic.woff2	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:53	11748/11748	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225ba92652-2de4%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-700italic.woff	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-700italic.woff	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:54	16884/16884	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225ba92646-41f4%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-700italic.ttf	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-700italic.ttf	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:54	58032/58032	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225ba92653-e2b0%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-700italic.svg	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-700italic.svg	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:56	8626/8626	---M--	200	added ('OK')	application/octet-stream	etag:%225ba92646-21b2%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-800.eot	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-800.eot	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:56	8626/8626	---M--	200	added ('OK')	application/octet-stream	etag:%225ba92646-21b2%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-800.eot?	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-800d41d.eot	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:57	7808/7808	---M--	200	added ('OK')	application/font-woff2	etag:%225ba9264a-1e80%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-800.woff2	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-800.woff2	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:57	10320/10320	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225ba92658-2850%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-800.woff	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-800.woff	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:58	15408/15408	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225ba9264b-3c30%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-800.ttf	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-800.ttf	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:58	51473/51473	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225ba92659-c911%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-800.svg	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-800.svg	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:59	10010/10010	---M--	200	added ('OK')	application/octet-stream	etag:%225ba92648-271a%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-800italic.eot	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-800italic.eot	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:13:00	10010/10010	---M--	200	added ('OK')	application/octet-stream	etag:%225ba92648-271a%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-800italic.eot?	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-800italicd41d.eot	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:13:01	9028/9028	---M--	200	added ('OK')	application/font-woff2	etag:%225ba92655-2344%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-800italic.woff2	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-800italic.woff2	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:13:02	11784/11784	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225ba9265d-2e08%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-800italic.woff	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-800italic.woff	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:13:02	16940/16940	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225ba92652-422c%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-800italic.ttf	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-800italic.ttf	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:13:03	58218/58218	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225ba9265c-e36a%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-800italic.svg	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-800italic.svg	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:13:04	8382/8382	---M--	200	added ('OK')	application/octet-stream	etag:%225ba92652-20be%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-900.eot	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-900.eot	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:13:05	8382/8382	---M--	200	added ('OK')	application/octet-stream	etag:%225ba92652-20be%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-900.eot?	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-900d41d.eot	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:13:06	7640/7640	---M--	200	added ('OK')	application/font-woff2	etag:%225ba92652-1dd8%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-900.woff2	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-900.woff2	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:13:07	10096/10096	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225ba92647-2770%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-900.woff	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-900.woff	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:13:07	15320/15320	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225ba92647-3bd8%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-900.ttf	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-900.ttf	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:13:08	51282/51282	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225ba92655-c852%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-900.svg	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-900.svg	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:13:09	259416/259416	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225ba92638-3f558%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/montserrat/Montserrat-Light.ttf	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/montserrat/Montserrat-Light.ttf	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:13:09	263192/263192	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225ba9263f-40418%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/montserrat/Montserrat-Regular.ttf	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/montserrat/Montserrat-Regular.ttf	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:13:10	266628/266628	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225ba92640-41184%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/montserrat/Montserrat-Italic.ttf	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/montserrat/Montserrat-Italic.ttf	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:13:10	260236/260236	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225ba92638-3f88c%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/montserrat/Montserrat-Medium.ttf	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/montserrat/Montserrat-Medium.ttf	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:13:11	260936/260936	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225ba9263b-3fb48%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/montserrat/Montserrat-SemiBold.ttf	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/montserrat/Montserrat-SemiBold.ttf	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:13:12	261588/261588	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225ba9263d-3fdd4%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/montserrat/Montserrat-Bold.ttf	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/montserrat/Montserrat-Bold.ttf	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:13:12	266748/266748	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225ba92637-411fc%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/montserrat/Montserrat-BoldItalic.ttf	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/montserrat/Montserrat-BoldItalic.ttf	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:13:13	275192/275192	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225ba9263f-432f8%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/montserrat/Montserrat-Black.ttf	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/montserrat/Montserrat-Black.ttf	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:13:13	279380/279380	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225ba9263a-44354%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/montserrat/Montserrat-BlackItalic.ttf	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/montserrat/Montserrat-BlackItalic.ttf	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:13:14	48128/48128	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225ba92639-bc00%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/montserrat/montserrat-v12-latin-900.ttf	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/montserrat/montserrat-v12-latin-900.ttf	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:13:14	21858/21858	---M--	200	added ('OK')	application/octet-stream	etag:%225ba92633-5562%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/montserrat/montserrat-v12-latin-900.eot	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/montserrat/montserrat-v12-latin-900.eot	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:13:15	52969/52969	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225ba92640-cee9%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/montserrat/montserrat-v12-latin-900.svg	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/montserrat/montserrat-v12-latin-900.svg	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:13:16	22860/22860	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225ba92641-594c%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/montserrat/montserrat-v12-latin-900.woff	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/montserrat/montserrat-v12-latin-900.woff	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:13:16	18664/18664	---M--	200	added ('OK')	application/font-woff2	etag:%225ba92641-48e8%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/montserrat/montserrat-v12-latin-900.woff2	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/montserrat/montserrat-v12-latin-900.woff2	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
